gpu_mem_free,gpu_util,queue_len,model_size,batch_size,seq_len,latency
25.599706536604938,84.72365776964197,1,7.287028920085141,24,797,35.883360472267256
57.28928685254539,49.45170437193704,7,17.40706965977519,20,953,78.06821564591893
45.25966679962728,19.546561063218583,8,18.26553792358597,22,1716,112.86537098176547
37.92621663083701,73.66417866100926,0,3.746162943703867,10,840,17.8796126049131
13.581025224334008,41.867813568329574,5,12.836872514813809,18,1845,76.00481633536258
13.579698618491145,59.462748345249715,5,11.992144639424955,28,790,63.41917361145794
8.19459866925097,10.726529017393883,6,17.007283920374256,15,324,128.53769830001352
52.63968801762144,63.158398951599224,5,11.086444452381377,25,1699,84.72135260180974
38.06132564587649,37.355048894512436,0,3.659633236270217,24,665,13.311784423989755
43.943991778782504,33.418974971849444,5,19.504172998824217,4,1038,39.78192762348171
6.132147186269135,97.99155787778012,3,11.854951414024626,10,482,97.5404404346708
58.34504186890969,43.243064276024725,0,13.447580824606801,15,417,17.0600746609965
50.78434524402319,67.80383781157342,9,2.9355989870655916,28,78,59.20190238108981
16.67865108730519,62.77275355738411,5,16.41921050268183,21,1211,79.31024494084699
15.000373196390534,10.430355088515764,2,18.27017204613872,11,182,48.44174795882197
15.08724804193886,74.79275370643161,3,7.217342925804434,7,1350,36.778939806171515
21.733323362774573,32.315920343357654,7,7.173811077564247,22,1855,70.73950707621123
33.86160373977308,79.8939549196735,7,5.667626188736755,7,1717,57.79071090017741
28.756976025316366,60.764078261538245,2,11.81393505283177,8,235,24.373835442240022
21.017602710892305,31.709148995348958,10,2.3853067047776033,6,613,57.21914560508699
38.651909209730874,35.629296033107096,3,4.304454433529482,25,355,25.946062516378838
12.6721623358623,73.15073696663606,2,13.01377362177864,13,531,37.02966818360441
21.067955669436998,55.005931512288186,7,10.732093925060298,1,1299,47.39528530332297
25.149901381153043,66.83510406713152,2,15.405640951799654,12,1264,46.73429700911602
30.083849131936976,15.831832107518828,9,15.364104930817739,22,1538,100.15235186541867
48.18467787661575,78.69766722284186,2,9.820615537328958,30,1019,55.761155142183
15.982058018709786,32.03913189150347,5,14.158648454300886,25,1328,78.41453924657964
33.282894112748636,61.986126715767334,2,17.479422790013224,19,650,43.9843124888198
37.58280128741234,11.46798252420087,4,12.747014637829746,31,631,47.228031837898946
7.554772699599875,32.1420241156967,3,19.431668149293543,10,1534,170.0055382610923
38.41496685457911,64.88672930666418,0,19.886012246040405,5,1866,31.530995286888537
14.378826802801035,27.420613229025058,10,11.237876644726363,3,799,58.17784167754593
8.577837614190374,88.03121967498171,10,6.68749211219589,27,503,76.68852697256958
57.18870454893333,66.12283994434203,6,16.184760494203317,1,1392,45.47748664966151
58.10976181910077,87.02783932967957,5,5.1335999200807425,15,408,45.54733101702533
49.461854146405365,39.53907022511207,0,15.930571001605898,28,1860,90.87422782138594
21.753757304535387,3.3985142624675,9,9.986287951902408,7,610,49.94384780795583
10.371966270351113,57.61399633551028,10,16.016605343945713,32,729,155.33272694940462
42.63281645816863,33.91935027253723,3,7.363665450369782,18,1236,38.166552948490136
29.20838715567807,44.818837592235326,8,10.18275009723141,1,768,49.74580272591444
11.712102916462836,68.11102139227488,6,17.04921678134744,9,552,105.46339382427442
32.23473005611986,70.06646670708717,2,8.112349726911548,21,634,34.81407576782747
6.891368661337012,2.7556414865815393,6,9.32644136605619,28,2000,107.12992699442279
55.01262211433301,76.93026728396136,0,12.35439023189616,25,762,38.921166848554456
19.23289898800093,49.351891495607894,4,13.5541041591554,11,424,36.19201247895165
41.438725639469006,55.669877332454995,0,5.397893491853111,11,1794,21.78617848331393
22.144109184917603,29.799418518985256,3,13.012775753600575,18,1021,44.87476298376419
